Day,X,Y,Z,VX,VY,VZ
311,0.35797,-0.0564321,-0.0374461,-0.00102603,0.0292024,0.00248062
312,0.355849,-0.027065,-0.0348516,-0.00326449,0.0294621,0.00270716
313,0.351443,0.00247576,-0.0320333,-0.00559076,0.0295407,0.00292695
314,0.344671,0.0319999,-0.0289993,-0.00799177,0.0294193,0.00313726
315,0.335464,0.061298,-0.0257605,-0.0104507,0.0290795,0.00333503
316,0.323775,0.0901426,-0.0223311,-0.0129465,0.0285034,0.00351687
317,0.309578,0.118289,-0.0187287,-0.0154537,0.0276754,0.00367918
318,0.292876,0.145478,-0.0149748,-0.0179426,0.0265828,0.00381818
319,0.273703,0.17144,-0.0110945,-0.0203792,0.0252169,0.00393004
320,0.252129,0.195898,-0.00711688,-0.0227256,0.0235745,0.00401105
321,0.228264,0.218576,-0.00307462,-0.0249418,0.0216594,0.00405781
322,0.20226,0.239205,0.000996477,-0.0269862,0.0194825,0.00406743
323,0.174307,0.25753,0.00505797,-0.0288179,0.0170634,0.00403774
324,0.14464,0.273322,0.00906971,-0.0303988,0.0144296,0.0039675
325,0.113526,0.286381,0.0129908,-0.0316953,0.0116169,0.00385656
326,0.0812668,0.296549,0.0167807,-0.0326805,0.00866733,0.00370588
327,0.0481835,0.303711,0.0204005,-0.0333362,0.005628,0.00351764
328,0.0146129,0.307802,0.023814,-0.0336532,0.00254863,0.00329506
329,-0.0191041,0.308807,0.0269888,-0.033632,-0.000520776,0.00304228
330,-0.0526324,0.306761,0.0298969,-0.0332828,-0.00353233,0.00276413
331,-0.0856511,0.301744,0.0325155,-0.0326235,-0.00644228,0.00246585
332,-0.117861,0.29388,0.0348272,-0.0316794,-0.00921265,0.00215285
333,-0.148992,0.283324,0.03682,-0.0304804,-0.0118123,0.00183042
334,-0.178805,0.270262,0.038487,-0.0290594,-0.0142171,0.00150356
335,-0.207095,0.254898,0.0398263,-0.0274511,-0.0164105,0.00117679
336,-0.233692,0.23745,0.0408399,-0.0256896,-0.0183822,0.000854085
337,-0.25846,0.218144,0.041534,-0.0238077,-0.0201279,0.000538812
338,-0.281294,0.197205,0.0419173,-0.0218361,-0.0216483,0.000233716
339,-0.30212,0.174859,0.0420013,-0.0198025,-0.0229481,-5.90408e-05
340,-0.320888,0.151322,0.0417992,-0.0177315,-0.0240351,-0.000337831
341,-0.337573,0.126802,0.0413258,-0.0156444,-0.024919,-0.0006015
342,-0.352168,0.101498,0.0405966,-0.0135596,-0.0256112,-0.000849298
343,-0.364685,0.075594,0.0396277,-0.0114923,-0.0261239,-0.00108081
344,-0.375147,0.0492645,0.0384355,-0.00945521,-0.0264694,-0.0012959
345,-0.38359,0.0226699,0.0370366,-0.00745861,-0.0266603,-0.00149464
346,-0.39006,-0.00404132,0.0354471,-0.00551068,-0.0267087,-0.00167726
347,-0.394608,-0.0307326,0.033683,-0.00361784,-0.0266262,-0.00184413
348,-0.397293,-0.0572788,0.0317599,-0.00178499,-0.0264237,-0.0019957
349,-0.398177,-0.0835653,0.0296927,-1.57968e-05,-0.0261116,-0.00213247
350,-0.397325,-0.109487,0.0274961,0.00168715,-0.0256993,-0.00225498
351,-0.394804,-0.13495,0.025184,0.00332208,-0.0251958,-0.00236379
352,-0.390683,-0.159865,0.0227698,0.00488792,-0.0246089,-0.00245946
